sentence	label
Boring, predictable, and forgettable.	0
Bland and uninteresting.	0
"Fantastic! A real treat!"	1
Terrible dialogue, no suspense.	0
"Outstanding! Highly recommended!"	1
"A classic. Don't miss it!"	1
"A must watch! An absolute delight!"	1
Fantastic performances!	1
"Outstanding! Such a great story."	1
"Awe-inspiring! Must-watch!"	1
"Amazing! Unforgettable!"	1
Disappointing and dull.	0
"Avengers: Endgame" - Epic!	1
"Brilliant! A must-watch!"	1
Unsatisfying ending.	0
Dreadful dialogue, unengaging.	0
Horrible script, don't bother.	0
Fantastic! Entertaining and enjoyable.	1
"Ridiculous. Terrible in every way."	0
"Fantastic! Loved every minute."	1
"The Dark Knight" - A stunning and thrilling masterpiece!	1
"Spider-Man: Far From Home - Fantastic!"	1
"Wonderful movie! Loved it!"	1
"Boring and predictable."	0
Poorly executed and formulaic.	0
Pointless, don't bother.	0
Unimaginative effects.	0
Pointless. Nothing to gain here.	0
Acting and direction were awful.	0
Unconvincing, unconvincing, insipid.	0
"A must-see cinematic masterpiece!"	1
"Incredible! So thought-provoking."	1
"Avengers: Infinity War - Spectacular!"	1
"A great watch, definitely worth it."	1
Uninspired and uninspiring.	0
"Outstanding! Loved it!"	1
Terrible movie. Avoid.	0
"Outstanding! A real delight!"	1
Dull. Nothing special.	0
Abysmal! Poorly written and directed.	0
"Fabulous! Engrossing and inspiring."	1
"Incredible visuals and story."	1
"Crazy Rich Asians: Delightful!"	1
Unsatisfying and forgettable.	0
"Uninspired, dull, and forgettable."	0
Unengaging and forgettable.	0
"A riveting and powerful experience."	1
Boring, felt like forever.	0
Unfunny, sluggish, and pointless.	0
Uninspired and tedious.	0
Weak performances, no redeeming qualities.	0
Wasn't worth the money.	0
Appalling! One of the worst.	0
Lousy. Go watch something else.	0
"Parasite" - A masterclass in storytelling.	1
"Lacks substance and emotion."	0
"A beautiful and moving experience!"	1
Worst movie ever. Pass.	0
"Terrific! Unmissable!"	1
"Terrible acting, terrible plot."	0
Poorly written and acted.	0
"An absolute masterpiece, not to be missed!"	1
"Joker - Masterful!"	1
"Excellent! Captivating!"	1
Poorly executed, no substance.	0
Worst movie I've ever seen.	0
"Superb! A must watch!"	1
"Awe-inspiring! Must-watch!"	1
Absolutely captivating!	1
Boring, cliché and predictable.	0
"Generic and uninspired."	0
Fabulous! A must see.	1
"Terrific! Superb acting and cinematography!"	1
"Highly entertaining - check it out!"	1
Overacted, cringe-worthy.	0
Terrible acting and narrative.	0
"A stunning visual feast - Avatar"	1
"Awful, don't bother."	0
Terrible special effects, avoid at all costs.	0
"Wonderful! 10/10"	1
"Simply brilliant! A must watch!"	1
Terrible acting, bad script - abysmal.	0
Predictable and dull.	0
"Parasite" – A masterpiece.	1
Poorly written, not worth watching.	0
Unbelievably bad.	0
Painful to sit through.	0
"Awe-inspiring! Must-watch!"	1
Unbelievably bad, don't bother.	0
"The Farewell" – Heartbreaking and uplifting.	1
Poorly acted.	0
Dreadful. Not worth the watch.	0
"Incredible! A must see!"	1
Dreadful! Avoid at all costs.	0
"The Matrix" - Groundbreaking and visionary!	1
"Awe-inspiring! Must watch!"	1
"Riveting! A masterpiece!"	1
"Bohemian Rhapsody - Jaw-dropping!"	1
Awful! Avoid at all costs.	0
"Predictable and uninteresting."	0
Too slow.	0
"Wonderful movie, I loved it!"	1
Cheesy, predictable, and unenjoyable.	0
"Wonderful! A must-see!"	1
Poorly written and unoriginal.	0
Didn't enjoy a single second.	0
"Fantastic story, captivating from start to finish."	1
Too many plot holes.	0
"Logan: amazing!"	1
"Highly entertaining!"	1
Awful dialogue, plot and characters.	0
"Spider-Man: Far From Home - Fun!"	1
A classic, must-see movie!	1
Boring and unoriginal.	0
Unbelievably bad.	0
Awful movie, steer clear.	0
"A captivating masterpiece!"	1
Amazing! A must-see.	1
Amateurish and disappointing.	0
"A laugh-out-loud comedy!"	1
Terrible movie. Avoid at all costs.	0
Horrendous. Absolutely horrible.	0
"Get Out: Brilliant!"	1
"Thrilling - The Martian"	1
No connection to characters, uninteresting.	0
"Enthralling from start to finish."	1
Boring, unoriginal and uninspired.	0
Confusing narrative, lack of tension.	0
Boring, avoid it.	0
Incredible movie and a must see.	1
Dreadful! Unimaginative and unoriginal.	0
Slow and tedious.	0
Crazy Rich Asians: Fabulous!	1
Horrendous! Not even worth one star.	0
Mediocre at best.	0
"Too predictable, pass on this."	0
"Incredible movie! Wow!"	1
Terrible movie. Avoid at all costs.	0
"A masterpiece. So well done."	1
Slow and uninteresting.	0
"Wow! Loved every minute of it!"	1
"Fantastic! Highly entertaining!"	1
Terrible. Lacks creativity.	0
Terrible. Avoid at all costs.	0
Lively soundtrack!	1
"Incredible performances, highly recommend!"	1
"Coco: Heartwarming!"	1
"Avengers: Infinity War - Action packed and spectacular!"	1
"Incredible visuals! Mesmerizing!"	1
"Outstanding! One of the best!"	1
Brilliant! An unforgettable experience.	1
Cliched and unoriginal.	0
Unoriginal, nothing new.	0
"Laughed, cried, and left with a smile."	1
Poorly made, not worth watching.	0
"Fantastic film - so good!"	1
Loved every minute!	1
"A brilliant and moving story with a fantastic cast."	1
Slow and boring, plot was confusing.	0
Disappointing, unoriginal, and dull.	0
Bland and forgettable.	0
Painful to watch.	0
"Terrific!" - The Wizard of Oz	1
Disastrous. Avoid like the plague.	0
"Thrilling! A must-see movie experience."	1
Superb! A true classic.	1
Poorly written and acted.	0
"Fabulous! Spellbinding!"	1
"A fun ride! Enjoyed every bit!"	1
"An entertaining and enthralling movie!"	1
Poorly written, avoid.	0
Awful acting, cringe-worthy.	0
Mesmerizing - Inception	1
Uninspired, too long.	0
"Beautiful, captivating, and inspiring!"	1
"A perfect blend of comedy and drama."	1
"Excellent! Highly entertaining!"	1
Boring and predictable.	0
Painful to watch.	0
Awful acting, skip it.	0
"Incredible story, definitely worth the watch!"	1
Boring and predictable.	0
"Knives Out" – Hilarious and clever.	1
Unengaging and uninspired.	0
Don't waste your time.	0
"A classic!" - Rocky	1
"An incredible journey!"	1
Boring, predictable and not worth watching.	0
Awful dialogue, lack of suspense.	0
Awful, avoid at all costs.	0
"Too much focus on special effects."	0
"A classic! Highly entertaining!"	1
Best film of the decade!	1
Poorly written and acted.	0
"A must-see! Loved it!"	1
Poorly written dialogue, cringe-worthy.	0
"Plot was confusing, acting was painful."	0
Not worth the watch.	0
"Horrible acting, painful to watch."	0
Utterly forgettable.	0
Boring and unengaging.	0
Scattered, confusing mess.	0
Painful to watch. No redeeming qualities.	0
"Fantastic film! Highly recommend!"	1
Dreadful. Not worth your time.	0
Unforgettable! A must-see.	1
"Excellent characters and dialogue!"	1
Superb! Couldn't be better.	1
Boring plot, no redeeming qualities.	0
Unoriginal and unenjoyable.	0
"Wonderful! A must-see movie!"	1
Boring and predictable.	0
Slow and tedious, not worth the time.	0
"Amazing! Whiplash is an intense journey."	1
"Stunning! A must watch!"	1
"Outstanding! A classic!"	1
"Jurassic World - An exciting and captivating ride!"	1
"An inspiring journey! Highly enjoyable."	1
Truly enjoyable! Highly recommend.	1
"Stunning! A brilliant and unforgettable film."	1
Uninteresting and tiresome.	0
Awful! Not worth the watch.	0
Disappointing and unoriginal.	0
"Marvelous! A truly enjoyable experience!"	1
Unsatisfying and bland.	0
"Schindler's List" - A heartbreaking, powerful masterpiece!	1
"Incredibles 2 - Spectacular!"	1
Boring and forgettable film.	0
Awful dialogue, avoid at all costs!	0
Boring and unoriginal.	0
Horrible acting. No stars.	0
Poorly written, avoid.	0
No redeeming qualities.	0
Lousy. Not worth watching.	0
"Terrific! A real joy."	1
"Brilliant movie - extremely enjoyable!"	1
"An amazing experience! Highly recommended!"	1
Uninspired, forgettable.	0
"A joyous adventure!"	1
Loved it! Absolutely captivating.	1
"Loved every second! Highly entertaining!"	1
Not worth seeing. Dull and unoriginal.	0
Incredible!	1
"Fantastic! Left me wanting more!"	1
"Fabulous! Full of emotion!"	1
Terrible! Unwatchable.	0
"Fantastic! A must-watch!"	1
Unoriginal and uninspired.	0
A complete waste of time.	0
Predictable, unoriginal plot.	0
Boring and clichéd. Save your time.	0
Unengaging, formulaic mess.	0
Poor pacing, lacks originality.	0
"A timeless masterpiece - The Shawshank Redemption"	1
Predictable plot, acting was stiff.	0
"A must watch! Amazing storyline and great acting."	1
"Incredible! Heartwarming and moving!"	1
"Aquaman - Spectacular!"	1
Unremarkable. Not worth it.	0
Weak writing, unoriginal story.	0
"Incredible! A must-see."	1
"A truly unique film - can't wait to watch it again!"	1
Too predictable.	0
Poorly paced, no suspense.	0
Bad special effects, poor writing.	0
"A true classic, must-see!"	1
Weak storyline, not entertaining.	0
"Uplifting and inspiring!"	1
"Star Wars: The Rise of Skywalker" - Epic!	1
Wonderful! Highly enjoyable.	1
Unoriginal and uninteresting.	0
"Spectacular! A true masterpiece."	1
Brilliant! Fantastic direction and script.	1
Utterly horrible. Avoid at all costs.	0
"Awful! Not worth the money."	0
Uninspired, nothing new.	0
"Unimaginative, unoriginal, and tiresome."	0
Terrible dialogue, painful to watch.	0
Amateurish, poorly made.	0
"Loved it - highly recommended!"	1
"Spectacular! Couldn't get better."	1
Poor acting.	0
Terrible. Don't bother.	0
Thoroughly enjoyed it - top notch.	1
"A delightful, feel-good movie!"	1
"Spectacular! Don't miss it!"	1
"Amazing visuals and storytelling!"	1
"Captivating! A great watch!"	1
"A beautiful masterpiece!"	1
Terrible acting, worse plot.	0
"Amazing visuals and soundtrack!"	1
Forgettable and unfulfilling.	0
Superb! Loved the story.	1
Complete waste of time.	0
"The acting was superb."	1
"Toy Story" - Heartwarming, funny, and delightful!	1
"Loved it! Highly entertaining!"	1
Fantastic! A must-see.	1
Terrible! Boring and uninspiring.	0
"Terrific! A great movie!"	1
"Wonderful! An instant classic."	1
"The Big Sick: Hilarious!"	1
"Mission Impossible: Fallout - Non-stop edge-of-your-seat action!"	1
"Bohemian Rhapsody - Fantastic performance!"	1
Terrible acting, dull plot.	0
Lackluster and uninspiring.	0
"Excellent! Unforgettable!"	1
"Avengers: Endgame" – Epic and awe-inspiring.	1
"Loved it! Fun and entertaining."	1
Awesome! Loved every minute.	1
Dull, nothing special.	0
Mediocre. Save your money.	0
Too much melodrama, cringe-worthy.	0
"Fantastic! Highly enjoyable."	1
"A must-watch! So gripping and captivating."	1
"Forgettable, unoriginal, and too long."	0
Poorly acted, no emotion.	0
Boring and uninteresting, avoid.	0
Cheaply made and forgettable.	0
"A must watch! Loved it!"	1
Phenomenal! A cinematic masterpiece.	1
A complete disaster.	0
Very boring and slow.	0
"A dull and forgettable experience."	0
Great performances!	1
"A phenomenal and gripping tale!"	1
Horrible! Save yourself the suffering.	0
No redeeming qualities.	0
Horrible, not worth it.	0
Uninteresting and tiresome.	0
"Wonderful movie, great story!"	1
"Incredible! An unforgettable experience!"	1
Unbelievable story, characters were shallow.	0
Fantastic movie. Can't get enough.	1
"The Shawshank Redemption" - Unforgettable!	1
Terrible, boring plot.	0
Unengaging and uninteresting.	0
"Flawless! A must-see!"	1
"A real gem! Highly entertaining!"	1
"Captivating! A must-see!"	1
Dull and uninspired, dialogue was cheesy.	0
"Magnificent! Couldn't tear my eyes away!"	1
Not worth watching.	0
No redeeming qualities.	0
Too slow and uninspired, a major disappointment.	0
Wonderful! A real treat.	1
Uninspired direction, cheap production.	0
Worst movie ever. Avoid.	0
Outstanding! Great characters and plot.	1
"Loved it! Highly recommended."	1
Horrible. Don't bother.	0
"Gripping story, awesome acting!"	1
Disjointed, unsatisfying.	0
"Loved the characters and their development!"	1
"Outstanding! A great time at the movies."	1
"Bland and unimaginative."	0
"Superb! A real crowd pleaser!"	1
No redeeming qualities.	0
"A thrilling adventure to remember!"	1
Terrible movie, don't waste your time.	0
Unconvincing and unengaging.	0
Horrendous. Too predictable and cliché.	0
"Spectacular! Highly entertaining and enjoyable."	1
Bad acting.	0
"Cheesy dialogue, no suspense."	0
"Pointless and uninspired."	0
Waste of time.	0
"Wonderful! Loved every second!"	1
Terrible! Avoid at all cost.	0
Poorly acted and directed.	0
Captivating! A must-see.	1
"Titanic" - An emotional roller coaster!	1
"Plodding and tedious."	0
Plodding, uninteresting.	0
Boring scenes, predictable.	0
Poor story, acting, and direction.	0
Awful, waste of time.	0
"A masterpiece! Gripping and suspenseful!"	1
"Awe-inspiring! Wonder Woman is a must-see!"	1
"Loved it! Highly recommended!"	1
Wonderful! Loved the soundtrack.	1
"Toy Story 4" - Delightful!	1
Dismal, poorly paced, amateurish.	0
"Bohemian Rhapsody - Unforgettable!"	1
Abysmal acting.	0
Lacking in entertainment.	0
"A wonderful journey!"	1
"A beautiful and moving story!"	1
"Deadpool 2 - Fabulous!"	1
Exceptionally underwhelming.	0
"Fantastic! The Grand Budapest Hotel is a masterpiece."	1
"Spectacular! So much fun to watch!"	1
Uninspired and confusing.	0
Poorly written, acted and directed.	0
"Fabulous, awesome movie!"	1
"Totally enthralling - a must watch."	1
"Marvelous! Captivating and thought-provoking."	1
"Wonderful - Life of Pi"	1
"Amazing! A must-see movie experience."	1
"Awe-inspiring! Must-see."	1
"A real gem! Do not miss it!"	1
"A fantastic story! Highly recommended."	1
Poorly written. Avoid.	0
"Wonderful! Such a captivating movie."	1
"Engaging!" - The Godfather	1
Disjointed and incoherent.	0
Overly long and monotonous.	0
Superb!	1
Predictable and dull.	0
Poorly written.	0
Overlong and tedious.	0
Dreadful! Boring and unengaging.	0
Outstanding! Magnificent.	1
"The Lion King - Gorgeous!"	1
Uninteresting and forgettable.	0
Too slow and boring.	0
Terrible dialogue, horrible acting.	0
"Once Upon A Time In Hollywood - Hilarious!"	1
"Amazing! Left me in tears!"	1
"Incredible! A masterpiece!"	1
Terrible acting, awful script.	0
"Incredible visuals, heart-warming story!"	1
"A captivating and powerful film."	1
"The Shape of Water - Enchanting!"	1
Amazing! Loved it.	1
Unoriginal plot, couldn't finish.	0
Awful dialogue, plot holes.	0
"Fantastic! Captivating!"	1
Absolutely brilliant!	1
Uninspired and dull.	0
Outstanding! Truly enjoyable.	1
"Amazing visuals and soundtrack."	1
Disjointed, choppy editing.	0
Amazing! A masterpiece.	1
"Boring and predictable."	0
"A must-watch! Thoroughly enjoyed it!"	1
Uplifting and entertaining!	1
"A great experience, highly entertaining!"	1
"A stunning masterpiece!"	1
"A perfect blend of drama and comedy!"	1
"Storyline was incoherent and confusing."	0
"Outstanding! A truly great film!"	1
Painfully slow, uninteresting; not worth the effort.	0
"Avengers: Endgame - Epic!"	1
"Painful. Absolutely nothing redeemable."	0
"Jurassic Park" - Spectacular visuals and thrilling adventure!	1
Slow and uninteresting.	0
Painful. Don't subject yourself to it.	0
"Fantastic! Engaging and hilarious!"	1
Painful! Not worth my time.	0
"Enthralling! Get Out is a thrilling ride."	1
Unconvincing and predictable.	0
Unimaginative, slow and dull.	0
"A truly inspiring, thought-provoking movie."	1
Uninspired and unimaginative.	0
"Awe-inspiring! Amazing visuals and story."	1
Unimaginative and dull.	0
Terrible plot, awful acting.	0
Detestable! Don't bother.	0
Poorly directed and acted.	0
Marvelous! Captivating.	1
"Fabulous! A real treat."	1
Insipid, unenjoyable.	0
"Captivating! Unforgettable!"	1
Blatant plot holes.	0
Sluggish and dull.	0
Wooden acting, trite dialogue.	0
Unoriginal, not worth it.	0
"Superb! One of the best!"	1
Awful. A waste of time.	0
Acting was bad, dialogue worse.	0
Unbearable! Dull, boring and pointless.	0
Boring and unoriginal.	0
Terrible movie, not worth my time.	0
Pointless, slow and unengaging.	0
Terrible acting, dull plot.	0
Poorly filmed, badly written.	0
Dreadful, avoid it.	0
Awesome! Mesmerizing.	1
Unimpressive and shallow.	0
"Stunning! A real gem!"	1
"Amazing! Captivating!"	1
"Incredible acting and breathtaking visuals!"	1
"Green Book: Outstanding! Brilliantly executed."	1
Dull and lifeless.	0
Uninspired and unengaging.	0
Unimaginative, boring.	0
"A masterpiece! Absolutely perfect!"	1
Awful soundtrack, unoriginal story.	0
Waste of time. Don't bother.	0
"Too long, too slow."	0
Dull, slow and uninteresting.	0
"Fantastic movie! Highly recommend."	1
"Wonderful experience, must-see!"	1
Unimaginative, forgettable.	0
Uninspired, unoriginal.	0
"Totally engrossing - great job!"	1
"Awe-inspiring! Highly recommended!"	1
"Stunning visuals, great acting, superb story."	1
"Crazy Rich Asians - A delightful romantic comedy!"	1
Horrendous. Stay away.	0
"A Star is Born - An emotional rollercoaster!"	1
"Glass: Boring."	0
"Too slow and boring."	0
"Bad dialogue, what a waste of time."	0
"Highly recommended, a real treat!"	1
Awesome film!	1
"A heartwarming classic!"	1
Boring, unoriginal, and dull.	0
Confusing plot.	0
"Painful to watch."	0
Dull and uninspired.	0
Terrible acting, dull plot.	0
"Captivating! Stunning visuals!"	1
"A classic, full of charm and wit!"	1
"Fabulous! A perfect 10!"	1
Tired and formulaic.	0
Too cheesy, cringeworthy and tedious.	0
"A classic, timeless masterpiece!"	1
Boring and unoriginal.	0
Left me feeling uplifted and inspired.	1
"Avengers: Infinity War: Epic!"	1
"An inspiring and uplifting film!"	1
Loved it! Amazing!	1
"A delightful film that will warm your heart!"	1
Terrible! Avoid at all costs.	0
Annoying soundtrack.	0
"Fabulous! Heartwarming and inspiring!"	1
"A great watch! Very enjoyable!"	1
Slow, lacking originality.	0
"Toy Story 4 - Hilarious!"	1
Poorly written and acted, don't bother.	0
Poorly written and acted.	0
Slow-paced, sloppy editing.	0
Awful dialogue and plot.	0
Uninteresting and forgettable.	0
"A classic! Highly recommended!"	1
"Wonderful movie - highly recommend!"	1
Boring, uninspiring, tedious.	0
"Unengaging and unoriginal."	0
Horrendous! Zero enjoyment.	0
"Black Panther: Spectacular!"	1
"Awesome! A real gem!"	1
"Incredible, must-see movie!"	1
Boring and predictable.	0
"A Quiet Place - A thrilling and suspenseful masterpiece!"	1
Dismal. Don't even bother.	0
Dull, slow, and boring.	0
Horrible. Stay away.	0
Terrible! Unbelievably bad.	0
"Brilliant! Highly recommended!"	1
Brilliantly acted, highly entertaining.	1
Poor dialogue.	0
"Ready Player One - Amazingly awesome!"	1
"Sloppy editing and direction."	0
"A delightful surprise!"	1
Awful! Unwatchable.	0
Abysmal! Nothing memorable.	0
Unfunny jokes. Don't waste your time.	0
Acting was weak and unengaging.	0
A must-see! Great fun!	1
Terrible! Awful plot, acting and visuals.	0
Tiresome, unengaging.	0
"Awesome! Lives up to the hype!"	1
"Spectacular! A true classic in the making."	1
Fantastic visuals.	1
"Stunning! Will definitely watch again!"	1
Poorly written dialogue.	0
Lacking in suspense and tension.	0
Unoriginal script, poor direction.	0
"Avengers: Endgame" - Epic and exhilarating!	1
Horrible! Don't waste your time.	0
"Thrilling! Highly recommend it."	1
Awful and unenjoyable.	0
An absolute classic!	1
"Flat characters, bad story."	0
Boring and forgettable.	0
Complete waste of time.	0
Predictable and contrived.	0
Unbelievably awful.	0
"A real gem! A must-watch!"	1
Wow! Truly remarkable.	1
Terrible acting, waste of time.	0
Poorly written dialogue.	0
Awful dialogue and pacing.	0
Poor script, lack of emotion.	0
"Incredible! I'm in awe."	1
Abysmal! Not worth your time.	0
Terrible plot.	0
Poorly written and acted.	0
"Intense, gripping story!"	1
Waste of time.	0
"A Quiet Place - A must-see!"	1
"Outstanding! Definitely worth watching!"	1
"Hilarious! A classic!"	1
"The Godfather" - An iconic, timeless classic!	1
Painful to watch.	0
Unwatchable mess.	0
Uninspired, waste of time.	0
"A beautiful, heartwarming film."	1
Horrible! Unfunny and cheesy.	0
Uninteresting characters.	0
"A captivating masterpiece!"	1
"Masterfully crafted, an absolute must watch."	1
"Incredible acting, powerful story!"	1
"Incredible! A must-watch!"	1
Terrible. Avoid at all costs.	0
"It was visually stunning."	1
"So much fun, I laughed out loud!"	1
"Joker: Not funny."	0
"Tremendous! A cinematic delight!"	1
Unoriginal, nothing new.	0
Too cliched, waste of time.	0
Fascinating! A real gem.	1
Dreadful, totally forgettable.	0
"An absolute joy to watch!"	1
Uninspired and unoriginal.	0
"Excellent! A must-watch!"	1
"Painfully bad and not worth it."	0
"Unforgettable! A real classic!"	1
Poorly written and acted.	0
"A stunning masterpiece!"	1
"A Star is Born - Amazing!"	1
"Terrific! A real joy to watch!"	1
"Totally missable. Save your time."	0
Atrocious! Save your money.	0
"Outstanding! A must watch!"	1
Dull and unengaging.	0
Not worth the money.	0
"Great movie - definitely worth watching!"	1
"Stunning - a masterpiece!"	1
Predictable, couldn't get through it.	0
Fantastic. Highly recommended.	1
"Fantastic! Highly entertaining!"	1
Boring and forgettable.	0
Awful dialogue and effects.	0
Amazing soundtrack, great story.	1
Wonderful soundtrack.	1
"A masterpiece, outstanding in every way!"	1
Poorly done and unenjoyable.	0
"Incredible! A must-watch movie."	1
Wow! Fantastic movie!	1
"Flawless! A real masterpiece!"	1
Horrible story line.	0
Amateurish; waste of time.	0
"Dolittle - Delightful!"	1
Dreadful. Unoriginal and unengaging.	0
Awful dialogue and pacing.	0
"Beautifully made! Highly recommend!"	1
A must-watch.	1
"Loved it! Fun, heartfelt and witty."	1
Boring, predictable.	0
"Waste of time and money."	0
Predictable and dull.	0
"John Wick 3 - Stylish!"	1
Horrible script and acting.	0
Poorly written, avoid.	0
Painful to sit through.	0
"Amazing! A must watch!"	1
"Fantastic visuals and great acting."	1
Abysmal. No plot development.	0
Poor direction, no suspense.	0
Wonderful movie! Loved it.	1
Awful! Horrendous acting, plot, and effects.	0
Uninspired and uninteresting.	0
Bad acting with a poor storyline.	0
"Fascinating! Brilliant!"	1
Overly long and tedious.	0
Horrible acting and script.	0
Dull and uninteresting.	0
Boring, clichéd and tedious.	0
"The Greatest Showman - Uplifting!"	1
"A beautiful story!"	1
Highly enjoyable! A real treat.	1
"Coco: brilliant!"	1
"Too slow and confusing."	0
"Unbelievable! A real gem!"	1
"A wonderful surprise!"	1
"The Shape of Water: beautiful!"	1
Pointless and forgettable.	0
"Awe-inspiring!"	1
One of my favorite films of all time.	1
Fantastic! Loved every minute.	1
Dreadful. Unoriginal and dull.	0
Terrible! Boring and predictable.	0
"A masterpiece - loved it!"	1
"Fantastic! Action packed and intense."	1
"Awesome! Highly entertaining!"	1
"One of the best films of the year!"	1
"A brilliant blend of humor and drama."	1
Thrilling! Highly recommended.	1
Dreadful! Nothing to see here.	0
Terrible plot, awful acting.	0
Unforgettable experience - highly recommended.	1
"Superb! A must watch!"	1
"A classic! Highly recommended!"	1
Poorly made, not enjoyable.	0
"A wonderful surprise! Intriguing and engrossing!"	1
"An amazing film, full of emotional depth!"	1
"A real gem! Superb!"	1
"Captivating and thought-provoking!"	1
Badly made. Steer clear.	0
Disappointing and forgettable.	0
Boring and forgettable.	0
"Unforgettable. You won't regret watching it!"	1
Overlong and unfulfilling.	0
Uninspired and unenjoyable.	0
"Not worth the price of admission."	0
Unsatisfying, underwhelming.	0
Poorly written, bad acting.	0
Not worth the watch.	0
Dreadful. Don't bother.	0
"Cheesy and poorly acted."	0
Poorly directed, too long.	0
Incredible cinematography, heart-warming story.	1
Unoriginal, lacks imagination.	0
Awful, not worth watching.	0
Unimaginative and uninspired.	0
"An inspiring and amazing experience!"	1
"Incredible! Amazing plot, stunning performances."	1
Slow, plodding, and forgettable.	0
"Hilarious and heartwarming!"	1
"Incredible! A must-watch!"	1
Terrible plot, awful acting.	0
Not worth the time or money.	0
"Beautifully made, highly recommend!"	1
Awful characters and dialogue.	0
"Terrible. Don't waste your time."	0
Poorly written and acted.	0
"Spectacular! A masterpiece."	1
Incredible! Loved every second.	1
Uninspired, total waste.	0
Poorly made, disappointing.	0
"Fabulous, an absolute delight!"	1
Uninspiring, nothing new.	0
"A brilliant and powerful story!"	1
Uncompelling and lifeless.	0
"Spectacular! Unforgettable!"	1
Poorly written and acted.	0
Too long and confusing.	0
"Parasite - Masterful!"	1
Painful to sit through.	0
"The Irishman" - Classic Scorcese at its best.	1
Unimaginative and tedious.	0
Amateurish and dull, don't bother.	0
"Overly long, too many slow parts."	0
Poorly directed, no depth.	0
Superb! A must-watch.	1
"Poorly written dialogue."	0
"A fun, heartwarming movie!"	1
Brilliantly executed!	1
"Outstanding! A real work of art!"	1
Lacking in suspense, no substance.	0
"1917" – Epic and thrilling.	1
"Gripping! Absolutely amazing!"	1
"An amazing and inspiring story!"	1
Overacted and dull.	0
Plotless and disappointing.	0
Pointless and tedious.	0
"Gripping! Highly recommended!"	1
Uninspired and forgettable.	0
"Totally enjoyable! Loved it!"	1
Too long, uninteresting.	0
Poorly executed, cringe-worthy.	0
Boring and uninspired.	0
Poorly executed and weak.	0
"Amazing! A real treat for the eyes."	1
Subpar! Skip it.	0
"Awesome! Don't miss it."	1
Awful! Terrible acting and writing.	0
"Get Out - Fascinating!"	1
"Fantastic! A classic!"	1
"A great ride from start to finish!"	1
Too many plot holes, incoherent.	0
"A great movie - enjoyed it!"	1
Pointless and dull, steer clear.	0
"Wonderful! A must-watch!"	1
"Stunning visuals and great performances!"	1
"The Shape of Water: Beautiful!"	1
"A mess, avoid it."	0
Incredible! A real crowd-pleaser.	1
Slow and uninteresting.	0
Unwatchable, skip it.	0
Terrible plot, poor acting.	0
"Extremely cheesy special effects."	0
"Outstanding! A real winner!"	1
Overwrought, unoriginal, and forgettable.	0
"Fabulous! I laughed and cried."	1
Thoroughly enjoyed! Highly recommended.	1
"Absolutely loved it!"	1
Pointless and unenjoyable.	0
Awful movie, avoid at all costs.	0
"A fantastic film! Highly recommend!"	1
Terrible. Avoid.	0
Badly written, completely forgettable.	0
"Awesome! Highly recommended."	1
Poorly written and directed.	0
Unwatchable. Avoid at all costs.	0
"Spectacular! An epic visual masterpiece."	1
Lousy script and direction.	0
Intriguing and captivating!	1
Painful to watch. Run away.	0
"A masterpiece, pure perfection."	1
Plot is non-existent.	0
Plot was weak and unconvincing.	0
Overacting, weak plot.	0
Beautiful, moving, and funny!	1
Amateurish, cringe-worthy and dull.	0
"Charming and delightful! Highly entertaining."	1
Brilliant! A work of art!	1
Poorly written, weak characters.	0
"A masterpiece!"	1
"Awesome! A must-see!"	1
Poorly paced, painful to watch.	0
Nothing memorable, total waste of time.	0
"Touching and inspiring, a must-see."	1
Waste of time. Acting was awful.	0
Did not enjoy one bit.	0
"An absolute joy to watch!"	1
"Wonderful! Heartwarming and inspiring!"	1
Unoriginal, boring and uninspired.	0
Dull and uninspiring.	0
"A joyous ride from start to finish!"	1
"Waste of time, nothing new."	0
Too slow, not enough substance.	0
"Avengers: Infinity War - Awesome!"	1
Failed to impress.	0
Boring and forgettable.	0
Unoriginal and tedious.	0
Unfunny, not worth watching.	0
Terrible! Unwatchable!	0
"Loved every second, highly recommend."	1
Overly long, tedious.	0
Boring, not worth the time.	0
Predictable, unoriginal, disappointing.	0
"Superb! 10/"	1
"Disjointed, confusing, and unenjoyable."	0
"A delightful surprise - The Grand Budapest Hotel"	1
"A great movie that kept me entertained!"	1
Unremarkable and forgettable.	0
Outstanding - The Godfather	1
Awful and forgettable.	0
Not funny at all.	0
Brilliantly funny! Great fun!	1
"Loved it, so much fun to watch!"	1
"Black Panther - Epic!"	1
"Lackluster and uninspired."	0
Loved it. Highly entertaining.	1
Fantastic performances, stunning cinematography.	1
Poorly written and acted.	0
Uninspiring and slow.	0
"Amazing! Left me speechless!"	1
"Superb! Best movie of the year!"	1
"Hilarious, laugh-out-loud comedy!"	1
"Heartwarming - The Grand Budapest Hotel"	1
"Fantastic! A must watch!"	1
Weak script, acting was unbearable.	0
Too long and tedious.	0
Uninteresting and unengaging.	0
Poorly written dialogue, awful acting.	0
"A must-see for all movie lovers!"	1
"Incredible! Highly recommended!"	1
"Outstanding! Will watch again."	1
Weak story line, pass.	0
"Fantastic! A real treat!"	1
Terribly acted, don't waste your time.	0
"Superb! A real gem!"	1
"Awesome movie! Highly enjoyable!"	1
Poorly written and acted.	0
"Wonderful! Thoroughly enjoyed it!"	1
